URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS
https://www.pararius.com/apartment-for-rent/amsterdam/92cde2d7/prinsengracht,Apartment Prinsengracht 625 2,1016 HV (Grachtengordel-West),3250,120,4,Upholstered,NEW FOR RENT!,5 weeks,01-08-2022,Specifics are not available,Excellent,325,Apartment,Existing building,1005,By the water,2,1,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/92cde2d7/amsterdam/27-huis-makelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/65099420/willemsparkweg,Apartment Willemsparkweg,1071 GN (Museumkwartier),5750,185,6,Upholstered,This apartment is not suitable for sharing or students!,5 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,5,4,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/65099420/amsterdam/aham-vastgoed/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/7854df0d/catharina-boudewijnshof,Apartment Catharina Boudewijnshof,1064 PE (Slotermeer-Zuidwest),2500,125,4,Furnished,"TOP OF THE RANGE RENOVATED with 3 bedrooms and 2 bathrooms. Spacious apartment of approx. 125 m² located on the first floor with beautiful green views. The apartment has three well-sized bedrooms and an open-plan living room with kitchen. The balcony on the sunny west completes the picture. For relaxation and recreation you can find the Eendrachtspark and the Sloterpark a short distance away. Also within a short walking distance there are several schools and a wide choice of shops, including the square '40-'45 where there is a market from Tuesday to Saturday. The cozy Osdorpplein is nearby. Plenty of restaurants and cafes nearby. The property is conveniently located for public transport and is near the Sloterdijk train station and tram lines 13 and 14 (to CS). Good roads, N200 (Haarlemmerweg) and the A10 ring road are 5 minutes by car.",6 weeks,15-08-2022,Specifics are not available,Upkeep is not available,375,Apartment,Existing building,1991-2000,Location type is not available,3,2,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7854df0d/amsterdam/alcoco-nl/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/c4ce061d/gerrit-van-der-veenstraat,Apartment Gerrit van der Veenstraat,1077 EH (Apollobuurt),4400,127,5,Upholstered,"In Amsterdam Old South situated nice modern fully renovated 3 bedroom and 2 bathroom apartment. Apartment has underfloor heating, Airconditioning, double glass, TV’s in every room and kitchen that are already connected to a running network. Internet up and running. Situated on the first floor and located all on one level. Situated on the corner of a nice shopping street Beethovenstraat with a Starbucks, super markets, lunch rooms, cloth shops. Line 5 tram to WTC, Amstelveen International School and Central Station. Walking distance to WTC and Wilhelminapark. Situated on 1st floor, private entrance. ",6 weeks,Not available to book,Specifics are not available,Good,360,Apartment,Existing building,1930,Location type is not available,3,2,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c4ce061d/amsterdam/tvn-real-estate/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/20aa6819/de-lairessestraat,Apartment De Lairessestraat 148 H,1075 HL (Willemspark),5900,268,5,Interior is not available,"Spacious double ground floor apartment (268m2) with a deep garden (77m2), located in a truly beautiful monumental building in Amsterdam School style in Amsterdam-South. The generous dimensions of the 5 rooms in combination with the high ceilings and the large windows give the house plenty of space and light. Located in Amsterdam-South, near the Vondelpark, Concert hall and Cornelis Schuytstraat.",6 weeks,consultation,Monumental building,Good,1.009,Apartment,Existing building,1921,in a residential area,3,3,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/20aa6819/amsterdam/de-groot-compagnons/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/5ff421bd/kerkstraat,Apartment Kerkstraat 132 A,1017 GP (Grachtengordel-Zuid),3850,129,4,Interior is not available,Elegant living in a high-end fully renovated apartment in the center of Amsterdam.,6 weeks,Not available to book,Specifics are not available,Good,348,Apartment,Existing building,Before 1906,Location type is not available,2,2,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/5ff421bd/amsterdam/broersma-makelaardij/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/83a8f78d/keizersgracht,Apartment Keizersgracht 391 G,1016 EJ (Grachtengordel-West),2100,89,3,Upholstered,Please request a viewing on our own website.,6 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/83a8f78d/amsterdam/liv-residential-amsterdam-4/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/b07031e5/waalstraat,Apartment Waalstraat,1079 DR (Scheldebuurt),2150,75,3,Furnished,"Beautifully renovated ground floor apartment in the popular Rivierenbuurt with garden and terrace. The house has recently been completely renovated with the finest materials. From the hall you enter the spacious and bright living room with open kitchen. The modern kitchen is fully equipped with all conceivable appliances, such as a dishwasher, combi-microwave, a combination tap (quooker) with boiling water function. The master bedroom is at the rear of the house. This is separated from the living room with beautiful sliding glass doors. The second bedroom is also located at the rear and the bathroom has a bath with a shower. The house is equipped with underfloor heating. There is a beautifully landscaped terrace with lots of sun. There is also a shed at the back of the garden. The Waalstraat is a quiet street in the beautiful Rivierenbuurt, with all the shops, restaurants and conviviality. In addition, it is 5 minutes by bike from the Pijp. With Rai station, the tram and metro station N / Z-line around the corner, there is a lot of public transport and also for car users, this is the perfect place, 2 minutes from Ring A10 and more than enough parking space in front of the door (no waiting list for a permit ).",6 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/b07031e5/amsterdam/friedmann-housing/request-details
https://www.pararius.com/house-for-rent/amsterdam/c76a54e7/achtergracht,House Achtergracht 32 hs,1017 WP (De Weteringschans),2250,80,3,Furnished,Amazing bright 2 bedroom apartment at the canals in the city center Amsterdam!,6 weeks,01-08-2022,Monumental building,Good,250,House,Existing building,1790,Location type is not available,2,1,4,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/c76a54e7/amsterdam/parker-williams-real-estate-services/request-details
https://www.pararius.com/house-for-rent/amsterdam/08be66ae/bloemgracht,House Bloemgracht,1016 KE (Jordaan),5000,138,6,Furnished,"Bloemgracht, Amsterdam (approx. 138m2) € 5000,- Excl. G/W/E",6 weeks,01-08-2022,Specifics are not available,Excellent,350,House,Existing building,Before 1906,Location type is not available,3,1,4,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/08be66ae/amsterdam/koops-makelaardij-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/356f4399/de-lairessestraat,Apartment De Lairessestraat 172 D,1075 HM (Willemspark),3000,70,3,Interior is not available,"BEAUTIFUL, newly renovated and fully furnished 3-bedroom apartment with two bedrooms, a luxury bathroom, a modern open-plan kitchen and an elevator at a great location in the popular 'Oud Zuid' district. The apartment has been designed like a luxury hotel suite, fully furnished including interior accessories and tableware. All the furniture, bedding and appliances are brand new. The renovation work has been done last year, so completely fresh on the market!",6 weeks,consultation,Specifics are not available,Excellent,195,Apartment,Existing building,1906-1930,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/356f4399/amsterdam/21-zuid-makelaardij/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/fbb4a99c/keizersgracht,Apartment Keizersgracht,1016 DR (Grachtengordel-West),3000,130,2,Furnished,Spectacular furnished very spacious one bedroom apartment with beautiful view on the canal and facing the Wester church. This means the apartment is in the Jordaan area.   ,6 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,2,Number of floors is not available,Not present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/fbb4a99c/amsterdam/grand-apartments-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/b569ffe7/minervalaan,Apartment Minervalaan,1077 NL (Apollobuurt),4950,164,6,Upholstered,Located in the high end Oud-Zuid area of Amsterdam we offer this amazing unfurnished 4-bedroom property with garden!,6 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,4,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b569ffe7/amsterdam/park-real-estate/request-details
